Lake,Monitoring_Location_ID,Characteristic_Name,GAM_Percent_Change,Lower_CI,Upper_CI
Shawnee Twin #1 Lake,520510000280-05,Phosphorus,,,
Shawnee Twin #2 Lake,520510000300-01,Phosphorus,,,
Shawnee Twin #2 Lake,520510000300-02,Phosphorus,,,
Shawnee Twin #2 Lake,520510000300-03,Phosphorus,,,
Shawnee Twin #2 Lake,520510000300-04,Phosphorus,,,
Shawnee Twin #2 Lake,520510000300-05,Phosphorus,,,
Shell Lake,120420010250-01,Phosphorus,-803.46,-972.97,-628.92
Shell Lake,120420010250-02,Phosphorus,145.24,-95.67,399.08
Shell Lake,120420010250-03,Phosphorus,33.05,-98.5,168.35
Shell Lake,120420010250-04,Phosphorus,,,
Shell Lake,120420010250-05,Phosphorus,,,
Skiatook Lake,121300040080-01,Phosphorus,,,
Skiatook Lake,121300040080-02,Phosphorus,,,
Skiatook Lake,121300040080-03,Phosphorus,,,
Skiatook Lake,121300040080-04,Phosphorus,62.53,40.21,85.75
Skiatook Lake,121300040080-05,Phosphorus,-72.62,-75.86,-69.36
Skiatook Lake,121300040080-06,Phosphorus,,,
Skiatook Lake,121300040080-07,Phosphorus,,,
Sooner Reservoir,621200020130-01,Phosphorus,,,
Sooner Reservoir,621200020130-02,Phosphorus,,,
Sooner Reservoir,621200020130-03,Phosphorus,,,
Sooner Reservoir,621200020130-04,Phosphorus,,,
Sooner Reservoir,621200020130-05,Phosphorus,,,
Spavinaw Lake,121600050020-01,Phosphorus,33.37,33.33,33.41
Spavinaw Lake,121600050020-02,Phosphorus,-10.71,-10.72,-10.7
Spavinaw Lake,121600050020-03,Phosphorus,-11.11,-11.12,-11.1
Spavinaw Lake,121600050020-04,Phosphorus,,,
Spavinaw Lake,121600050020-05,Phosphorus,,,
Sportsman Lake,520500020220-01,Phosphorus,-5.2,-5.2,-5.2
Sportsman Lake,520500020220-02,Phosphorus,-21.91,-21.91,-21.91
Sportsman Lake,520500020220-03,Phosphorus,-68.46,-68.47,-68.46
Sportsman Lake,520500020220-04,Phosphorus,-64.7,-65.15,-64.24
Sportsman Lake,520500020220-05,Phosphorus,-69.26,-75.93,-62.41
Stilwell City Lake,220200030120-01,Phosphorus,,,
Stilwell City Lake,220200030120-02,Phosphorus,,,
Stilwell City Lake,220200030120-03,Phosphorus,,,
Stroud Lake,520700030240-01,Phosphorus,3123.97,2822.96,3438.05
Stroud Lake,520700030240-02,Phosphorus,5205.74,1731.61,11216.2
Stroud Lake,520700030240-03,Phosphorus,6155.62,4899.39,7622.4
Stroud Lake,520700030240-04,Phosphorus,,,
Stroud Lake,520700030240-05,Phosphorus,,,
Talawanda Lake #1,220600020060-01,Phosphorus,,,
Talawanda Lake #1,220600020060-02,Phosphorus,,,
Talawanda Lake #1,220600020060-03,Phosphorus,126.18,126.1,126.26
Talawanda Lake #2,220600020050-01,Phosphorus,-26.37,-26.41,-26.33
Talawanda Lake #2,220600020050-02,Phosphorus,-67.99,-68.1,-67.88
Talawanda Lake #2,220600020050-03,Phosphorus,259.61,248.53,270.72
Taylor (Marlow) Lake,310810050060-01,Phosphorus,,,
Taylor (Marlow) Lake,310810050060-02,Phosphorus,,,
Taylor (Marlow) Lake,310810050060-03,Phosphorus,,,
Tecumseh Lake,520510000220-01,Phosphorus,,,
Tecumseh Lake,520510000220-02,Phosphorus,,,
Tecumseh Lake,520510000220-03,Phosphorus,,,
Tenkiller Ferry Lake,121700020020-01,Phosphorus,59.42,59.41,59.43
Tenkiller Ferry Lake,121700020020-02,Phosphorus,,,
Tenkiller Ferry Lake,121700020020-07,Phosphorus,4238.29,3714.69,4797.69
Tenkiller Ferry Lake,121700020220-03,Phosphorus,79.81,77.92,81.73
Tenkiller Ferry Lake,121700020220-04,Phosphorus,-50.47,-50.5,-50.44
Tenkiller Ferry Lake,121700020220-05,Phosphorus,-60.56,-60.59,-60.52
Tenkiller Ferry Lake,121700020220-06,Phosphorus,-65.54,-65.58,-65.51
Tom Steed Reservoir,311500020060-01,Phosphorus,,,
Tom Steed Reservoir,311500020060-02,Phosphorus,,,
Tom Steed Reservoir,311500020060-03,Phosphorus,,,
Tom Steed Reservoir,311500020060-04,Phosphorus,119.07,100.21,139.25
Tom Steed Reservoir,311500020060-05,Phosphorus,119.96,97.11,144.75
Tom Steed Reservoir,311500020060-06,Phosphorus,,,
WR Holway,121600020050-01,Phosphorus,9.67,9.41,9.93
WR Holway,121600020050-02,Phosphorus,-21.18,-21.19,-21.16
WR Holway,121600020050-03,Phosphorus,-40.63,-40.66,-40.61
WR Holway,121600020050-04,Phosphorus,37.59,35.42,39.79
WR Holway,121600020050-05,Phosphorus,69.53,65.4,73.73
Walters (Dave Boyer) Lake,311300010080-01,Phosphorus,,,
Walters (Dave Boyer) Lake,311300010080-02,Phosphorus,,,
Walters (Dave Boyer) Lake,311300010080-03,Phosphorus,,,
Waurika Lake,311210000020-01,Phosphorus,,,
Waurika Lake,311210000020-02,Phosphorus,,,
Waurika Lake,311210000020-03,Phosphorus,,,
Waurika Lake,311210000020-04,Phosphorus,,,
Waurika Lake,311210000020-05,Phosphorus,40.2,37.09,43.38
Waxhoma Lake,121300020190-01,Phosphorus,,,
Waxhoma Lake,121300020190-02,Phosphorus,,,
Waxhoma Lake,121300020190-03,Phosphorus,,,
Webbers Falls Reservoir,120400010070-01,Phosphorus,,,
Webbers Falls Reservoir,120400010070-02,Phosphorus,,,
Webbers Falls Reservoir,120400010070-03,Phosphorus,,,
Webbers Falls Reservoir,120400010070-04,Phosphorus,,,
Webbers Falls Reservoir,120400010070-05,Phosphorus,,,
Webbers Falls Reservoir,120400010070-06,Phosphorus,,,
Weleetka,520500010220-01,Phosphorus,,,
Weleetka,520500010220-02,Phosphorus,,,
Wes Watkins Reservoir,520510000255-01,Phosphorus,,,
Wes Watkins Reservoir,520510000255-02,Phosphorus,,,
Wes Watkins Reservoir,520510000255-03,Phosphorus,,,
Wes Watkins Reservoir,520510000255-04,Phosphorus,-17.86,-38.15,2.75
Wes Watkins Reservoir,520510000255-05,Phosphorus,14.18,13.98,14.39
Wetumka Lake,520500010270-01,Phosphorus,,,
Wetumka Lake,520500010270-02,Phosphorus,,,
Wetumka Lake,520500010270-03,Phosphorus,,,
Wewoka Lake,520500020190-01,Phosphorus,-2613.18,-3210.49,-1996.51
Wewoka Lake,520500020190-02,Phosphorus,-2760.04,-3620.19,-1854.61
Wewoka Lake,520500020190-03,Phosphorus,-3702.35,-5160.71,-2109.93
Wewoka Lake,520500020190-04,Phosphorus,,,
Wewoka Lake,520500020190-05,Phosphorus,,,
Wiley Post Memorial (Maysville) Lake,310810010220-01,Phosphorus,,,
Wiley Post Memorial (Maysville) Lake,310810010220-02,Phosphorus,,,
Wiley Post Memorial (Maysville) Lake,310810010220-03,Phosphorus,,,
Wiley Post Memorial (Maysville) Lake,310810010220-04,Phosphorus,-1169.7,-1945.09,-340.8
Wiley Post Memorial (Maysville) Lake,310810010220-05,Phosphorus,-253.04,-334.03,-169.75
Wister Lake,220100020020-01,Phosphorus,-103.49,-140.3,-64.3
Wister Lake,220100020020-02,Phosphorus,-117.83,-162.9,-68.4
Wister Lake,220100020020-03,Phosphorus,,,
Wister Lake,220100020020-04,Phosphorus,167.16,-163.53,708.54
Wister Lake,220100020020-05,Phosphorus,-49.23,-249.25,224.62
Altus,311510010020-01,Total Nitrogen,,,
Altus,311510010020-02,Total Nitrogen,,,
Altus,311510010020-03,Total Nitrogen,,,
Altus,311510010020-04,Total Nitrogen,,,
Altus,311510010020-05,Total Nitrogen,,,
American Horse,520620010100-01,Total Nitrogen,,,
American Horse,520620010100-02,Total Nitrogen,,,
American Horse,520620010100-03,Total Nitrogen,,,
Arbuckle,310800020100-01,Total Nitrogen,,,
Arbuckle,310800020100-02,Total Nitrogen,,,
Arbuckle,310800020100-03,Total Nitrogen,,,
Arbuckle,310800020100-04,Total Nitrogen,,,
Arbuckle,310800020100-05,Total Nitrogen,5.82,-6.1,18.13
Arcadia,520710020020-01,Total Nitrogen,-3.18,-4.91,-1.43
Arcadia,520710020020-02,Total Nitrogen,227.65,205.14,250.37
Arcadia,520710020020-03,Total Nitrogen,390.24,364.34,416.4
Arcadia,520710020020-04,Total Nitrogen,403.23,372.49,434.33
Arcadia,520710020020-05,Total Nitrogen,3035.73,2782.68,3306.22
Ardmore City,310800030070-01,Total Nitrogen,-45.89,-46.86,-44.9
Ardmore City,310800030070-02,Total Nitrogen,,,
Ardmore City,310800030070-03,Total Nitrogen,,,
Atoka,410400080020-01,Total Nitrogen,-128.71,-304.92,56.16
Atoka,410400080020-02,Total Nitrogen,181.72,110.95,254.01
Atoka,410400080020-03,Total Nitrogen,-90.37,-135.23,-44.88
Atoka,410400080020-04,Total Nitrogen,187.35,100.29,276.71
Atoka,410400080020-05,Total Nitrogen,145.29,57.82,235.13
Bellcow,520720040025-01,Total Nitrogen,,,
Bellcow,520720040025-02,Total Nitrogen,,,
Bellcow,520720040025-03,Total Nitrogen,-9.6,-9.61,-9.6
Bellcow,520720040025-04,Total Nitrogen,,,
Bellcow,520720040025-05,Total Nitrogen,,,
Birch,121300030040-01,Total Nitrogen,,,
Birch,121300030040-02,Total Nitrogen,,,
Birch,121300030040-03,Total Nitrogen,,,
Birch,121300030040-04,Total Nitrogen,5100.39,4700.63,5510.85
Birch,121300030040-05,Total Nitrogen,,,
Bixhoma,120410010190-01,Total Nitrogen,,,
Bixhoma,120410010190-02,Total Nitrogen,,,
Bixhoma,120410010190-03,Total Nitrogen,,,
Bluestem,121300030300-01,Total Nitrogen,-69.16,-78.78,-59.37
Bluestem,121300030300-02,Total Nitrogen,-47.88,-52.32,-43.38
Bluestem,121300030300-03,Total Nitrogen,-67.71,-70.39,-65.01
Bluestem,121300030300-04,Total Nitrogen,-74.53,-76.85,-72.19
Bluestem,121300030300-05,Total Nitrogen,,,
Boomer,620900040190-01,Total Nitrogen,-56.46,-142,33.71
Boomer,620900040190-02,Total Nitrogen,-51.28,-62.35,-40.13
Boomer,620900040190-03,Total Nitrogen,-85.45,-170.75,6.42
Boomer,620900040190-04,Total Nitrogen,-989.78,-1490.09,-368.15
Boomer,620900040190-05,Total Nitrogen,-22.07,-45.53,1.59
Broken Bow,410210050020-01,Total Nitrogen,34.86,26.73,43.08
Broken Bow,410210050020-02,Total Nitrogen,54.75,54.7,54.8
Broken Bow,410210050020-03,Total Nitrogen,88.43,88.35,88.52
Broken Bow,410210050020-04,Total Nitrogen,291.93,291.6,292.26
Broken Bow,410210050020-05,Total Nitrogen,150.54,150.39,150.7
Broken Bow,410210050020-06,Total Nitrogen,20.76,20.74,20.78
Broken Bow,410210050020-07,Total Nitrogen,-29.2,-29.23,-29.17
Broken Bow,410210050020-08,Total Nitrogen,-41.06,-41.1,-41.03
Brooks,520500020040-01,Total Nitrogen,,,
Brooks,520500020040-02,Total Nitrogen,,,
Brown,220600030090-01,Total Nitrogen,,,
Brown,220600030090-02,Total Nitrogen,,,
Brown,220600030090-03,Total Nitrogen,,,
Brushy Creek,220200030040-01,Total Nitrogen,,,
Brushy Creek,220200030040-02,Total Nitrogen,,,
Brushy Creek,220200030040-03,Total Nitrogen,,,
Brushy Creek,220200030040-04,Total Nitrogen,164.29,159.07,169.51
Brushy Creek,220200030040-05,Total Nitrogen,150.15,145.4,154.92
Canton,720500010020-01,Total Nitrogen,44.58,38.6,50.65
Canton,720500010020-02,Total Nitrogen,12.86,9,16.8
Canton,720500010020-03,Total Nitrogen,-19.8,-22.04,-17.53
Canton,720500010020-04,Total Nitrogen,,,
Canton,720500010020-05,Total Nitrogen,,,
Carl Albert,410310010220-01,Total Nitrogen,,,
Carl Albert,410310010220-02,Total Nitrogen,,,
Carl Albert,410310010220-03,Total Nitrogen,,,
Carl Blackwell,620900040280-01,Total Nitrogen,21.31,-54.87,105.69
Carl Blackwell,620900040280-02,Total Nitrogen,69.91,-9.78,157.43
Carl Blackwell,620900040280-03,Total Nitrogen,61.41,-3.32,131.56
Carl Blackwell,620900040280-04,Total Nitrogen,58.22,15.7,103.13
Carl Blackwell,620900040280-05,Total Nitrogen,395.77,367.25,424.47
Carter,310800010040-01,Total Nitrogen,,,
Carter,310800010040-02,Total Nitrogen,,,
Carter,310800010040-03,Total Nitrogen,,,
Cedar (Mena),220100020060-01,Total Nitrogen,,,
Cedar (Mena),220100020060-02,Total Nitrogen,,,
Cedar (Mena),220100020060-03,Total Nitrogen,,,
Chandler,520700050060-01,Total Nitrogen,,,
Chandler,520700050060-02,Total Nitrogen,,,
Chandler,520700050060-03,Total Nitrogen,,,
Chelsea,121510010060-01,Total Nitrogen,,,
Chelsea,121510010060-02,Total Nitrogen,,,
Chelsea,121510010060-03,Total Nitrogen,,,
Chickasha,310830040020-01,Total Nitrogen,,,
Chickasha,310830040020-02,Total Nitrogen,,,
Chickasha,310830040020-03,Total Nitrogen,,,
Chickasha,310830040020-04,Total Nitrogen,,,
Chickasha,310830040020-05,Total Nitrogen,,,
Claremore,121500040020-01,Total Nitrogen,-165.96,-356.68,54.97
Claremore,121500040020-02,Total Nitrogen,-74.44,-116.94,-29.87
Claremore,121500040020-03,Total Nitrogen,-104.77,-146.27,-60.28
Claremore,121500040020-04,Total Nitrogen,,,
Claremore,121500040020-05,Total Nitrogen,,,
Clayton,410300030780-01,Total Nitrogen,,,
Clayton,410300030780-02,Total Nitrogen,,,
Clayton,410300030780-03,Total Nitrogen,,,
Clear Creek,310810040120-01,Total Nitrogen,28.26,26.86,29.66
Clear Creek,310810040120-02,Total Nitrogen,30.27,29.07,31.49
Clear Creek,310810040120-03,Total Nitrogen,23.76,22.74,24.79
Clear Creek,310810040120-04,Total Nitrogen,,,
Clear Creek,310810040120-05,Total Nitrogen,,,
Cleveland City,621200010270-01,Total Nitrogen,-65.22,-320.16,216.76
Cleveland City,621200010270-02,Total Nitrogen,-68.53,-176.96,45.68
Cleveland City,621200010270-03,Total Nitrogen,-64,-105.52,-21.66
Clinton,310830030280-01,Total Nitrogen,,,
Clinton,310830030280-02,Total Nitrogen,,,
Clinton,310830030280-03,Total Nitrogen,,,
Clinton,310830030280-04,Total Nitrogen,,,
Clinton,310830030280-05,Total Nitrogen,,,
Coalgate City,410400060040-01,Total Nitrogen,0,-26.1,35.31
Coalgate City,410400060040-02,Total Nitrogen,-644.65,-672.68,-616.56
Coalgate City,410400060040-03,Total Nitrogen,-1153.51,-1202.58,-1104.25
Coalgate City,410400060040-04,Total Nitrogen,,,
Coalgate City,410400060040-05,Total Nitrogen,,,
Comanche,311100040170-01,Total Nitrogen,,,
Comanche,311100040170-02,Total Nitrogen,,,
Comanche,311100040170-03,Total Nitrogen,,,
Copan,121400050020-01,Total Nitrogen,,,
Copan,121400050020-02,Total Nitrogen,,,
Copan,121400050020-03,Total Nitrogen,,,
Copan,121400050020-04,Total Nitrogen,,,
Copan,121400050020-05,Total Nitrogen,5357.74,3336.37,7693.26
Crowder,310830060120-001RS,Total Nitrogen,790.94,773.71,808.66
Crowder,310830060120-002RS,Total Nitrogen,3.92,3.89,3.95
Crowder,310830060130-01,Total Nitrogen,,,
Crowder,310830060130-02,Total Nitrogen,,,
Crowder,310830060130-03,Total Nitrogen,,,
Cushing  Municipal,620900020120-01,Total Nitrogen,-60.31,-61.64,-58.99
Cushing  Municipal,620900020120-02,Total Nitrogen,-57.32,-58.63,-56
Cushing  Municipal,620900020120-03,Total Nitrogen,-53.59,-55.05,-52.12
Cushing  Municipal,620900020120-04,Total Nitrogen,,,
Cushing  Municipal,620900020120-05,Total Nitrogen,,,
Dripping Springs,520700020060-01,Total Nitrogen,-36.67,-53.57,-16.81
Dripping Springs,520700020060-02,Total Nitrogen,8.98,5.11,12.98
Dripping Springs,520700020060-03,Total Nitrogen,18.5,13.9,23.26
Dripping Springs,520700020060-04,Total Nitrogen,-5.05,-9.6,-0.32
Dripping Springs,520700020060-05,Total Nitrogen,11.98,8.8,15.22
Duncan,310810040080-01,Total Nitrogen,1.99,-0.13,4.16
Duncan,310810040080-02,Total Nitrogen,8.57,5.15,12.1
Duncan,310810040080-03,Total Nitrogen,10.51,8,13.07
Duncan,310810040080-04,Total Nitrogen,,,
Duncan,310810040080-05,Total Nitrogen,,,
El Reno,520530000080-01,Total Nitrogen,22.12,20.44,23.81
El Reno,520530000080-02,Total Nitrogen,22.79,22.79,22.8
El Reno,520530000080-03,Total Nitrogen,22.63,22.62,22.64
Elk City,311500030120-01,Total Nitrogen,-63.04,-64.06,-62.02
Elk City,311500030120-02,Total Nitrogen,-56.43,-59.25,-53.54
Elk City,311500030120-03,Total Nitrogen,-57.52,-60.4,-54.58
Ellsworth,311300030020-01,Total Nitrogen,-206.37,-307.53,-101.27
Ellsworth,311300030020-02,Total Nitrogen,-284.46,-286.44,-282.49
Ellsworth,311300030020-03,Total Nitrogen,-160,-161.13,-158.87
Ellsworth,311300030020-04,Total Nitrogen,,,
Ellsworth,311300030020-05,Total Nitrogen,,,
Elmer,620910050070-01,Total Nitrogen,,,
Elmer,620910050070-02,Total Nitrogen,,,
Elmer,620910050070-03,Total Nitrogen,,,
Elmer Thomas,311300040050-01,Total Nitrogen,,,
Elmer Thomas,311300040050-02,Total Nitrogen,,,
Elmer Thomas,311300040050-03,Total Nitrogen,4.05,4.04,4.07
Elmer Thomas,311300040050-04,Total Nitrogen,,,
Elmer Thomas,311300040050-05,Total Nitrogen,,,
Etling,720900000240-01,Total Nitrogen,,,
Etling,720900000240-02,Total Nitrogen,,,
Etling,720900000240-03,Total Nitrogen,,,
Eucha,121600050070-01,Total Nitrogen,-72.55,-168.63,36.27
Eucha,121600050070-02,Total Nitrogen,131.8,131.59,132.01
Eucha,121600050070-03,Total Nitrogen,730.57,728.99,732.15
Eucha,121600050070-04,Total Nitrogen,,,
Eucha,121600050070-05,Total Nitrogen,,,
Eufaula,220600010020-05,Total Nitrogen,242.31,241.85,242.76
Eufaula,220600010020-06,Total Nitrogen,152.81,152.53,153.08
Eufaula,220600010020-07,Total Nitrogen,203.51,183.28,224.06
Eufaula,220600010050-09,Total Nitrogen,266.02,257.46,274.64
Eufaula,220600010050-10,Total Nitrogen,-66.02,-68.97,-63.06
Eufaula,220600010050-11,Total Nitrogen,252.92,247.43,258.43
Eufaula,220600010060-08,Total Nitrogen,219.61,219.19,220.04
Eufaula,220600050010-12,Total Nitrogen,138.96,135.07,142.86
Eufaula,220600050010-13,Total Nitrogen,443.66,435.11,452.26
Eufaula,220600050010-14,Total Nitrogen,201.66,200.62,202.7
Eufaula,220600050010-15,Total Nitrogen,293.14,288.38,297.91
Eufaula,220600050010-16,Total Nitrogen,391.04,380.33,401.83
Eufaula,220600050010-17,Total Nitrogen,212.07,201.03,223.21
Eufaula,520500010020-03,Total Nitrogen,57.12,55.92,58.33
Eufaula,520500010020-04,Total Nitrogen,264.56,264.06,265.06
Eufaula,520700010020-01,Total Nitrogen,1103.44,1092.24,1114.67
Eufaula,520700010020-02,Total Nitrogen,-4,-8.78,0.95
Fairfax,621200040040-01,Total Nitrogen,-43.52,-44.94,-42.09
Fairfax,621200040040-02,Total Nitrogen,5.11,-14.69,25.21
Fairfax,621200040040-03,Total Nitrogen,-40.8,-74.6,-6.05
Fort Cobb,310830060020-01,Total Nitrogen,-44.53,-44.69,-44.36
Fort Cobb,310830060020-02,Total Nitrogen,,,
Fort Cobb,310830060020-03,Total Nitrogen,,,
Fort Cobb,310830060020-04,Total Nitrogen,,,
Fort Cobb,310830060020-05,Total Nitrogen,,,
Fort Cobb,310830060020-06,Total Nitrogen,,,
Fort Gibson,121600010050-01,Total Nitrogen,-19.99,-28.53,-11.3
Fort Gibson,121600010050-02,Total Nitrogen,3.06,-5.06,11.38
Fort Gibson,121600010050-03,Total Nitrogen,44.48,22.14,68.26
Fort Gibson,121600010050-04,Total Nitrogen,-9.51,-10.35,-8.67
Fort Gibson,121600010200-05,Total Nitrogen,33.23,31.97,34.49
Fort Gibson,121600010200-06,Total Nitrogen,96.72,94.15,99.3
Fort Gibson,121600010200-07,Total Nitrogen,27.31,26.15,28.47
Fort Gibson,121600010200-08,Total Nitrogen,28.99,26.46,31.53
Fort Supply,720500030020-01,Total Nitrogen,-137.24,-278.7,13.73
Fort Supply,720500030020-02,Total Nitrogen,80.36,79.98,80.73
Fort Supply,720500030020-03,Total Nitrogen,-88.05,-88.44,-87.65
Fort Supply,720500030020-04,Total Nitrogen,,,
Fort Supply,720500030020-05,Total Nitrogen,,,
Foss,310840010020-01,Total Nitrogen,,,
Foss,310840010020-02,Total Nitrogen,,,
Foss,310840010020-03,Total Nitrogen,,,
Foss,310840010020-04,Total Nitrogen,,,
Foss,310840010020-05,Total Nitrogen,-514.21,-712.9,-309.17
Frederick,311310030120-01,Total Nitrogen,127.6,122.06,133.22
Frederick,311310030120-02,Total Nitrogen,79.7,79.67,79.73
Frederick,311310030120-03,Total Nitrogen,90.66,90.63,90.69
Frederick,311310030120-04,Total Nitrogen,,,
Frederick,311310030120-05,Total Nitrogen,,,
Fuqua,310810040050-01,Total Nitrogen,83.12,81.06,85.21
Fuqua,310810040050-02,Total Nitrogen,87.13,85.99,88.29
Fuqua,310810040050-03,Total Nitrogen,66.91,66.71,67.1
Fuqua,310810040050-04,Total Nitrogen,51.67,50.6,52.76
Fuqua,310810040050-05,Total Nitrogen,127.41,125.43,129.41
Grand,121600030020-01,Total Nitrogen,45.74,44.89,46.59
Grand,121600030020-02,Total Nitrogen,36.2,35.67,36.73
Grand,121600030020-03,Total Nitrogen,47.34,46.55,48.13
Grand,121600030030-04,Total Nitrogen,79.24,74.61,84
Grand,121600030030-05,Total Nitrogen,61.15,60.56,61.74
Grand,121600030030-06,Total Nitrogen,160.75,157.93,163.61
Grand,121600030030-07,Total Nitrogen,113.33,112.32,114.35
Grand,121600030030-08,Total Nitrogen,106.12,104.88,107.36
Grand,121600030030-09,Total Nitrogen,148.92,147.35,150.51
Grand,121600030040-10,Total Nitrogen,-17.09,-28.09,-5.03
Grand,121600030040-11,Total Nitrogen,160.57,152.91,168.39
Grand,121600030040-12,Total Nitrogen,18.27,15.11,21.46
Grand,121600030040-13,Total Nitrogen,341.81,-111.29,847.09
Great Salt Plains,621010010020-01,Total Nitrogen,-368.32,-396.84,-339.38
Great Salt Plains,621010010020-02,Total Nitrogen,-57.79,-61.16,-54.43
Great Salt Plains,621010010020-03,Total Nitrogen,134.97,117.3,152.82
Great Salt Plains,621010010020-04,Total Nitrogen,,,
Great Salt Plains,621010010020-05,Total Nitrogen,,,
Greenleaf,120400010130-01,Total Nitrogen,24.53,-73.86,127.04
Greenleaf,120400010130-02,Total Nitrogen,171.32,170.49,172.14
Greenleaf,120400010130-03,Total Nitrogen,180.1,179.24,180.97
Greenleaf,120400010130-04,Total Nitrogen,,,
Greenleaf,120400010130-05,Total Nitrogen,-48.67,-49.99,-47.34
Guthrie,620910040060-01,Total Nitrogen,,,
Guthrie,620910040060-02,Total Nitrogen,,,
Guthrie,620910040060-03,Total Nitrogen,,,
Guthrie,620910040060-04,Total Nitrogen,,,
Guthrie,620910040060-05,Total Nitrogen,,,
Healdton,311100030130-01,Total Nitrogen,,,
Healdton,311100030130-02,Total Nitrogen,,,
Healdton,311100030130-03,Total Nitrogen,,,
Healdton,311100030130-04,Total Nitrogen,,,
Healdton,311100030130-05,Total Nitrogen,,,
Hefner,620910040200-01,Total Nitrogen,22.15,-8.52,54.97
Hefner,620910040200-02,Total Nitrogen,37.24,19.49,55.96
Hefner,620910040200-03,Total Nitrogen,29.46,15.37,44.1
Hefner,620910040200-04,Total Nitrogen,,,
Hefner,620910040200-05,Total Nitrogen,,,
Henryetta,520700010180-01,Total Nitrogen,,,
Henryetta,520700010180-02,Total Nitrogen,,,
Henryetta,520700010180-03,Total Nitrogen,,,
Henryetta,520700010180-04,Total Nitrogen,,,
Henryetta,520700010180-05,Total Nitrogen,,,
Heyburn,120420020300-01,Total Nitrogen,,,
Heyburn,120420020300-02,Total Nitrogen,,,
