Stream,WaterbodySiteName,County,State,Country,USGS_ID,Monitoring_ID,Parameter,TrendConc,TrendConcNum,ConcentrationTrend,ChangeinConc_mg,Units_mg,ChangeinConc_ug,Units_ug,PerChangeConc,TrendFlux,TrendFluxNum,FluxTrend,ChangeinFlux,PerChangeFlux,Method,Latitude,Longitude,N
Deep Fork River,"Deep Fork River, off SH 16, Beggs",Okmulgee,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-1.625,NTU,-1.625,NTU,-0.6677,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.67,-96.07,176
Deep Fork River,"Deep Fork River, off SH 16, Beggs",Okmulgee,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.07414,mg/L,0.07414,mg/L,0.1963,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.67,-96.07,176
Deep Fork River,"Deep Fork River, off SH 16, Beggs",Okmulgee,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.67,-96.07,176
Deep Fork River,"Deep Fork River, US 377, Stroud",Lincoln,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.69,-96.66,110
Deep Fork River,"Deep Fork River, US 377, Stroud",Lincoln,OK,US,,,"Temperature, water",Somewhat Likely Downward,2,↓↓,-0.2035,deg C,-0.2035,deg C,-0.1743,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.69,-96.66,110
Deep Fork River,"Deep Fork River, US 377, Stroud",Lincoln,OK,US,,,Turbidity,Likely Downward,1,↓,-0.5177,NTU,-0.5177,NTU,-0.5475,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.69,-96.66,107
Deep Fork River,"Deep Fork River, US 377, Stroud",Lincoln,OK,US,,,Total Phosphorus,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.69,-96.66,114
Deep Fork River,"Deep Fork River, US 377, Stroud",Lincoln,OK,US,,,Specific Conductance,Likely Upward,-1,↑,13.08,uS/cm,13.08,uS/cm,0.1947,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.69,-96.66,110
Deep Fork River,"Deep Fork River, US 377, Stroud",Lincoln,OK,US,,,Total hardness,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.69,-96.66,110
Deep Fork River,"Deep Fork River, US 377, Stroud",Lincoln,OK,US,,,Total Nitrogen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.69,-96.66,113
East Cache Creek,"East Cache Creek, SH 53, Walters",Cotton,OK,US,7311000,311300010020-001AT,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,2.68,mg/L,2680,ug/L,0.8076,Likely Upward,-1,↑,0.0458 10^6 kg/year,0.1091,EGRET,34.36,-98.28,
East Cache Creek,"East Cache Creek, SH 53, Walters",Cotton,OK,US,7311000,311300010020-001AT,Total Phosphorus,No Likely Trend,0,No Significant Trend,0.0644,mg/L,64.4,ug/L,0.075,Likely Downward,1,↓,-0.0157 10^6 kg/year,-0.1656,EGRET,34.36,-98.28,
East Cache Creek,"East Cache Creek, SH 53, Walters",Cotton,OK,US,7311000,311300010020-001AT,Specific Conductance,Highly Likely Upward,-3,↑↑↑,270,uS/cm,270,uS/cm,0.4339,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.36,-98.28,
East Cache Creek,"East Cache Creek, SH 53, Walters",Cotton,OK,US,7311000,311300010020-001AT,Total hardness,Highly Likely Upward,-3,↑↑↑,61.6,mg/L,61.6,mg/L,0.3168,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.36,-98.28,
East Cache Creek,"East Cache Creek, SH 53, Walters",Cotton,OK,US,7311000,311300010020-001AT,Chlorophyll a,Likely Upward,-1,↑,3.42,ug/L,3.42,ug/L,0.1579,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.36,-98.28,
East Cache Creek,"East Cache Creek, SH 53, Walters",Cotton,OK,US,,,Dissolved oxygen,Likely Upward,-1,↑,0.0276,mg/L,0.0276,mg/L,0.0835,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.36,-98.28,177
East Cache Creek,"East Cache Creek, SH 53, Walters",Cotton,OK,US,,,"Temperature, water",Highly Likely Upward,-3,↑↑↑,0.0777,deg C,0.0777,deg C,0.0942,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.36,-98.28,177
East Cache Creek,"East Cache Creek, SH 53, Walters",Cotton,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.693,NTU,-0.693,NTU,-0.751,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.36,-98.28,176
Elm Fork of the Red River,"Elm Fork of The Red River, SH 30, near Carl",Harmon,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.01,-99.9,122
Elm Fork of the Red River,"Elm Fork of The Red River, SH 30, near Carl",Harmon,OK,US,,,Dissolved oxygen,Likely Upward,-1,↑,0.107,mg/L,0.107,mg/L,0.1462,Not Applicable,50,Not Applicable,Not Applicable,0,Mann-Kendall,35.01,-99.9,120
Elm Fork of the Red River,"Elm Fork of The Red River, SH 30, near Carl",Harmon,OK,US,,,"Temperature, water",Somewhat Likely Upward,-2,↑↑,0.2561,deg C,0.2561,deg C,0.1342,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.01,-99.9,119
Elm Fork of the Red River,"Elm Fork of The Red River, SH 30, near Carl",Harmon,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.01,-99.9,37
Elm Fork of the Red River,"Elm Fork of The Red River, SH 30, near Carl",Harmon,OK,US,,,Total Phosphorus,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.01,-99.9,66
Elm Fork of the Red River,"Elm Fork of The Red River, SH 30, near Carl",Harmon,OK,US,,,Specific Conductance,Somewhat Likely Upward,-2,↑↑,1615,uS/cm,1615,uS/cm,0.4004,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.01,-99.9,120
Elm Fork of the Red River,"Elm Fork of The Red River, SH 30, near Carl",Harmon,OK,US,,,Total hardness,Somewhat Likely Upward,-2,↑↑,70.45,mg/L,70.45,mg/L,0.2411,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.01,-99.9,124
Elm Fork of the Red River,"Elm Fork of The Red River, SH 30, near Carl",Harmon,OK,US,,,Total Nitrogen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.01,-99.9,76
Elm Fork Creek,"Elm Fork of The Red River, SH 6, near Granite",Greer,OK,US,,,Turbidity,Somewhat Likely Downward,2,↓↓,-0.2173,NTU,-0.2173,NTU,-0.6066,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.89,-99.38,159
Elm Fork Creek,"Elm Fork of The Red River, SH 6, near Granite",Greer,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.89,-99.38,156
Elm Fork Creek,"Elm Fork of The Red River, SH 6, near Granite",Greer,OK,US,,,"Temperature, water",Likely Upward,-1,↑,0.1014,deg C,0.1014,deg C,0.087,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.89,-99.38,156
Elm Fork Creek,"Elm Fork of The Red River, SH 6, near Granite",Greer,OK,US,,,Chlorophyll a,Likely Upward,-1,↑,0.2123,ug/L,0.2123,ug/L,0.5482,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.89,-99.38,89
Elm Fork Creek,"Elm Fork of The Red River, SH 6, near Granite",Greer,OK,US,,,Total Phosphorus,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.89,-99.38,113
Elm Fork Creek,"Elm Fork of The Red River, SH 6, near Granite",Greer,OK,US,,,Specific Conductance,Highly Likely Upward,-3,↑↑↑,459.4,uS/cm,459.4,uS/cm,0.3615,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.89,-99.38,156
Elm Fork Creek,"Elm Fork of The Red River, SH 6, near Granite",Greer,OK,US,,,Total hardness,Highly Likely Downward,3,↓↓↓,-19.56,mg/L,-19.56,mg/L,-0.1734,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.89,-99.38,157
Elm Fork Creek,"Elm Fork of The Red River, SH 6, near Granite",Greer,OK,US,,,Total Nitrogen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.89,-99.38,120
Flint Creek,"Flint Creek, US 412, Flint",Delaware,OK,US,7196000,121700060010-001AT,Total Nitrogen,Highly Likely Downward,3,↓↓↓,-0.98,mg/L,-980,ug/L,-0.3028,No Likely Trend,0,No Significant Trend,-0.00637 10^6 kg/year,-0.0192,EGRET,36.19,-94.71,
Flint Creek,"Flint Creek, US 412, Flint",Delaware,OK,US,7196000,121700060010-001AT,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.136,mg/L,-136,ug/L,-0.6435,Highly Likely Downward,3,↓↓↓,-0.00978 10^6 kg/year,-0.4681,EGRET,36.19,-94.71,
Flint Creek,"Flint Creek, US 412, Flint",Delaware,OK,US,7196000,121700060010-001AT,Specific Conductance,Likely Upward,-1,↑,22.4,uS/cm,22.4,uS/cm,0.081,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.19,-94.71,
Flint Creek,"Flint Creek, US 412, Flint",Delaware,OK,US,7196000,121700060010-001AT,Total hardness,Highly Likely Upward,-3,↑↑↑,18.2,mg/L,18.2,mg/L,0.1758,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.19,-94.71,
Flint Creek,"Flint Creek, US 412, Flint",Delaware,OK,US,7196000,121700060010-001AT,Chlorophyll a,Highly Likely Upward,-3,↑↑↑,0.33,ug/L,0.33,ug/L,0.3882,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.19,-94.71,
Flint Creek,"Flint Creek, US 412, Flint",Delaware,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.19,-94.71,149
Flint Creek,"Flint Creek, US 412, Flint",Delaware,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.08418,mg/L,0.08418,mg/L,0.1837,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.19,-94.71,153
Flint Creek,"Flint Creek, US 412, Flint",Delaware,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.19,-94.71,153
Fourche-Maline Creek,"Fourche-Maline Creek, off US 270, Red Oak",Latimer,OK,US,7247500,220100040020-001AT,Total Nitrogen,Somewhat Likely Upward,-2,↑↑,0.146,mg/L,146,ug/L,-0.0068,Likely Upward,-1,↑,0.0281 10^6 kg/year,0.2603,EGRET,34.91,-95.16,
Fourche-Maline Creek,"Fourche-Maline Creek, off US 270, Red Oak",Latimer,OK,US,7247500,220100040020-001AT,Total Phosphorus,Somewhat Likely Downward,2,↓↓,-0.0248,mg/L,-24.8,ug/L,-0.2548,Likely Downward,1,↓,-0.00623 10^6 kg/year,-0.3294,EGRET,34.91,-95.16,
Fourche-Maline Creek,"Fourche-Maline Creek, off US 270, Red Oak",Latimer,OK,US,7247500,220100040020-001AT,Specific Conductance,Somewhat Likely Upward,-2,↑↑,72.8,uS/cm,72.8,uS/cm,0.6226,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.91,-95.16,
Fourche-Maline Creek,"Fourche-Maline Creek, off US 270, Red Oak",Latimer,OK,US,7247500,220100040020-001AT,Total hardness,Highly Likely Upward,-3,↑↑↑,18.2,mg/L,18.2,mg/L,0.415,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.91,-95.16,
Fourche-Maline Creek,"Fourche-Maline Creek, off US 270, Red Oak",Latimer,OK,US,7247500,220100040020-001AT,Chlorophyll a,Somewhat Likely Downward,2,↓↓,-8.11,ug/L,-8.11,ug/L,-0.7121,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.91,-95.16,
Fourche-Maline Creek,"Fourche-Maline Creek, off US 270, Red Oak",Latimer,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.91,-95.16,183
Fourche-Maline Creek,"Fourche-Maline Creek, off US 270, Red Oak",Latimer,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.91,-95.16,182
Fourche-Maline Creek,"Fourche-Maline Creek, off US 270, Red Oak",Latimer,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.5123,NTU,-0.5123,NTU,-0.7346,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.91,-95.16,180
Fourche-Maline Creek,"Fourche-Maline Creek, off US 270, Red Oak",Latimer,OK,US,,,Chlorophyll a,Likely Downward,1,↓,-0.1669,ug/L,-0.1669,ug/L,-0.7613,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.91,-95.16,62
Fourche-Maline Creek,"Fourche-Maline Creek, off US 270, Red Oak",Latimer,OK,US,,,Total Phosphorus,Somewhat Likely Downward,2,↓↓,-0.0005821,mg/L,-0.5821,ug/L,-0.2354,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.91,-95.16,181
Fourche-Maline Creek,"Fourche-Maline Creek, off US 270, Red Oak",Latimer,OK,US,,,Specific Conductance,Highly Likely Upward,-3,↑↑↑,2.896,uS/cm,2.896,uS/cm,0.395,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.91,-95.16,181
Fourche-Maline Creek,"Fourche-Maline Creek, off US 270, Red Oak",Latimer,OK,US,,,Total hardness,Highly Likely Upward,-3,↑↑↑,0.7459,mg/L,0.7459,mg/L,0.2913,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.91,-95.16,184
Fourche-Maline Creek,"Fourche-Maline Creek, off US 270, Red Oak",Latimer,OK,US,,,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.006334,mg/L,6.334,ug/L,0.1954,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.91,-95.16,182
Glover River,"Glover River, SH3, Glover",Mccurtain,OK,US,7337900,410210080010-001AT,Total Nitrogen,Highly Likely Downward,3,↓↓↓,-0.129,mg/L,-129,ug/L,-0.2446,Highly Likely Downward,3,↓↓↓,-0.129 10^6 kg/year,-0.344,EGRET,34.1,-94.9,
Glover River,"Glover River, SH3, Glover",Mccurtain,OK,US,7337900,410210080010-001AT,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.0142,mg/L,-14.2,ug/L,-0.3874,Somewhat Likely Downward,2,↓↓,-0.0096 10^6 kg/year,-0.2964,EGRET,34.1,-94.9,
Glover River,"Glover River, SH3, Glover",Mccurtain,OK,US,7337900,410210080010-001AT,Specific Conductance,Likely Upward,-1,↑,44.9,uS/cm,44.9,uS/cm,0.7605,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.1,-94.9,
Glover River,"Glover River, SH3, Glover",Mccurtain,OK,US,7337900,410210080010-001AT,Total hardness,Likely Upward,-1,↑,5.86,mg/L,5.86,mg/L,0.2559,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.1,-94.9,
Glover River,"Glover River, SH3, Glover",Mccurtain,OK,US,7337900,410210080010-001AT,Chlorophyll a,Somewhat Likely Upward,-2,↑↑,1.33,ug/L,1.33,ug/L,0.7533,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.1,-94.9,
Glover River,"Glover River, SH3, Glover",Mccurtain,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.1,-94.9,188
Glover River,"Glover River, SH3, Glover",Mccurtain,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.06612,mg/L,0.06612,mg/L,0.1702,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.1,-94.9,187
Glover River,"Glover River, SH3, Glover",Mccurtain,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.1,-94.9,186
Illinois River,"Illinois River, US 59, Watts",Adair,OK,US,7195500,121700030350-001AT,Total Nitrogen,No Likely Trend,0,No Significant Trend,0.027,mg/L,27,ug/L,0.0107,Highly Likely Upward,-3,↑↑↑,0.288 10^6 kg/year,0.174,EGRET,36.13,-94.57,
Illinois River,"Illinois River, US 59, Watts",Adair,OK,US,7195500,121700030350-001AT,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.257,mg/L,-257,ug/L,-0.7949,Highly Likely Downward,3,↓↓↓,-0.121 10^6 kg/year,-0.4478,EGRET,36.13,-94.57,
Illinois River,"Illinois River, US 59, Watts",Adair,OK,US,7195500,121700030350-001AT,Specific Conductance,Highly Likely Upward,-3,↑↑↑,39.7,uS/cm,39.7,uS/cm,0.1396,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.13,-94.57,
Illinois River,"Illinois River, US 59, Watts",Adair,OK,US,7195500,121700030350-001AT,Total hardness,Highly Likely Upward,-3,↑↑↑,19.9,mg/L,19.9,mg/L,0.1795,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.13,-94.57,
Illinois River,"Illinois River, US 59, Watts",Adair,OK,US,7195500,121700030350-001AT,Chlorophyll a,Highly Likely Upward,-3,↑↑↑,1.38,ug/L,1.38,ug/L,0.5728,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.13,-94.57,
Illinois River,"Illinois River, US 59, Watts",Adair,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.09806,mg/L,0.09806,mg/L,0.1985,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.13,-94.57,155
Illinois River,"Illinois River, US 59, Watts",Adair,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.13,-94.57,155
Illinois River,"Illinois River, US 59, Watts",Adair,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.2668,NTU,-0.2668,NTU,-1.5104,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.13,-94.57,151
Illinois River,"Illinois River, US 62, Tahlequah",Cherokee,OK,US,7196500,121700030010-001AT,Total Nitrogen,Highly Likely Downward,3,↓↓↓,-0.0996,mg/L,-99.6,ug/L,-0.6392,Likely Downward,1,↓,-0.0361 10^6 kg/year,-0.1773,EGRET,35.93,-94.92,
Illinois River,"Illinois River, US 62, Tahlequah",Cherokee,OK,US,7196500,121700030010-001AT,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.0996,mg/L,-99.6,ug/L,-0.604,Highly Likely Downward,3,↓↓↓,-0.0361 10^6 kg/year,-0.0966,EGRET,35.93,-94.92,
Illinois River,"Illinois River, US 62, Tahlequah",Cherokee,OK,US,7196500,121700030010-001AT,Specific Conductance,Highly Likely Upward,-3,↑↑↑,45,uS/cm,45,uS/cm,0.1805,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.93,-94.92,
Illinois River,"Illinois River, US 62, Tahlequah",Cherokee,OK,US,7196500,121700030010-001AT,Total hardness,Highly Likely Upward,-3,↑↑↑,18.7,mg/L,18.7,mg/L,0.1789,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.93,-94.92,
Illinois River,"Illinois River, US 62, Tahlequah",Cherokee,OK,US,7196500,121700030010-001AT,Chlorophyll a,No Likely Trend,0,No Significant Trend,0.125,ug/L,0.125,ug/L,0.0322,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.93,-94.92,
Illinois River,"Illinois River, US 62, Tahlequah",Cherokee,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.108,mg/L,0.108,mg/L,0.2288,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.93,-94.92,159
Illinois River,"Illinois River, US 62, Tahlequah",Cherokee,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.93,-94.92,159
Illinois River,"Illinois River, US 62, Tahlequah",Cherokee,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.04967,NTU,-0.04967,NTU,-0.443,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.93,-94.92,155
Kiamichi River,"Kiamichi River, off US 271, Tuskahoma",Pushmataha,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.08324,mg/L,0.08324,mg/L,0.1306,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.61,-95.28,114
Kiamichi River,"Kiamichi River, off US 271, Tuskahoma",Pushmataha,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.61,-95.28,113
Kiamichi River,"Kiamichi River, off US 271, Tuskahoma",Pushmataha,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.3775,NTU,-0.3775,NTU,-0.543,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.61,-95.28,110
Kiamichi River,"Kiamichi River, off US 271, Tuskahoma",Pushmataha,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.61,-95.28,30
Kiamichi River,"Kiamichi River, off US 271, Tuskahoma",Pushmataha,OK,US,,,Total Phosphorus,Somewhat Likely Downward,2,↓↓,-0.8502,mg/L,-0.8502,ug/L,-0.4229,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.61,-95.28,118
Kiamichi River,"Kiamichi River, off US 271, Tuskahoma",Pushmataha,OK,US,,,Specific Conductance,Highly Likely Upward,-3,↑↑↑,2.464,uS/cm,2.464,uS/cm,0.5346,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.61,-95.28,113
